"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年7週
"集計期間終了週",2003年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1456","1415","2871","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","7","4","11","142"
"Ａ群溶血性レンサ球菌咽頭炎","39","39","78","142"
"感染性胃腸炎","420","420","840","142"
"水痘","61","49","110","142"
"手足口病","2","0","2","142"
"伝染性紅斑","9","5","14","142"
"突発性発しん","22","27","49","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","0","3","3","142"
"麻しん（成人麻しん以外）","4","4","8","142"
"流行性耳下腺炎","11","9","20","142"
"不明発しん症","2","1","3","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","9","5","14","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","0","3","25"
