"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年25週"
"集計期間終了週","2023年25週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","12","11","1","2","11","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","10","16","0","0","2","16","0","2","0","1","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","6","23","9","1","7","5","3","3","0","1","19","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","33","10","1","2","20","0","1","1","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","7","25","3","3","2","10","0","0","0","0","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","12","12","8","1","1","20","0","1","0","0","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","17","40","6","0","1","11","0","1","0","0","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","8","33","14","0","11","26","0","6","0","2","18","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","4","21","2","1","5","15","0","1","0","1","30","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","20","1","1","2","9","0","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","21","75","39","2","21","55","0","7","0","0","74","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","15","80","25","1","16","46","5","5","0","1","75","1","1","0","0","0","0","0","0","0","0","2","","","","","",""
"渋谷区","1","14","5","2","2","9","2","1","0","0","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","2","33","4","0","11","17","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","50","12","1","12","24","0","0","0","2","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","37","5","2","1","6","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","64","4","0","1","23","3","8","1","1","42","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","21","20","1","5","14","0","0","0","1","23","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","54","7","2","9","15","1","6","1","0","14","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","21","61","19","3","7","39","0","1","0","0","67","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","0","52","16","8","5","36","0","8","0","0","38","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","12","24","8","1","3","40","0","3","0","0","18","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","7","62","13","2","6","49","0","5","0","1","34","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","4","49","19","10","16","72","0","9","0","5","96","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","27","3","0","8","34","1","2","0","0","45","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","26","0","0","4","6","0","0","0","0","29","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","45","13","7","7","23","1","3","0","0","35","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","64","23","0","34","34","0","10","0","2","44","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","20","91","30","7","26","66","3","15","0","3","91","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","15","63","29","5","17","84","2","12","0","3","124","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","25","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","223","1252","358","63","247","835","22","113","3","25","1047","11","11","1","0","3","0","0","0","0","0","2","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年25週"
"集計期間終了週","2023年25週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
