"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年15週"
"集計期間終了週","2025年15週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","4","63","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"中央区","11","1","154","1","0","1","16","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","8","2","189","2","0","9","24","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","6","8","147","0","1","6","23","4","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"文京","13","5","269","1","2","2","23","2","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","6","1","167","3","0","2","37","0","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","2","5","71","3","0","2","12","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","8","8","390","2","1","14","68","1","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","5","6","204","1","0","7","38","2","0","6","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","6","1","149","0","0","9","14","2","0","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","6","9","411","6","2","17","69","6","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"世田谷","15","8","433","2","0","23","46","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"渋谷区","6","3","65","0","0","2","10","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中野区","5","7","450","2","0","28","26","2","1","3","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"杉並","5","10","229","3","2","12","17","1","0","1","0","0","0","0","2","0","0","0","0","0","1","1","0","5","","","","","","",""
