"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年2週
"集計期間終了週",2015年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4804","5088","9892","414"
"RSウイルス感染症","93","71","164","260"
"咽頭結膜熱","38","32","70","260"
"Ａ群溶血性レンサ球菌咽頭炎","234","193","427","260"
"感染性胃腸炎","1149","1105","2254","260"
"水痘","99","91","190","260"
"手足口病","25","21","46","260"
"伝染性紅斑","110","126","236","260"
"突発性発しん","60","41","101","260"
"百日咳","1","1","2","260"
"ヘルパンギーナ","4","2","6","260"
"流行性耳下腺炎","45","40","85","260"
"不明発しん症","13","7","20","260"
"川崎病","1","2","3","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","13","11","24","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","51","32","83","25"
