"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年38週
"集計期間終了週",2025年38週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","213","203","416","416"
"新型コロナウイルス感染症（COVID-19）","821","867","1688","416"
"急性呼吸器感染症（ARI）","10539","10325","20864","416"
"RSウイルス感染症","164","168","332","261"
"咽頭結膜熱","32","24","56","261"
"Ａ群溶血性レンサ球菌咽頭炎","190","160","350","261"
"感染性胃腸炎","633","526","1159","261"
"水痘","33","29","62","261"
"手足口病","68","59","127","261"
"伝染性紅斑","31","31","62","261"
"突発性発しん","41","42","83","261"
"ヘルパンギーナ","130","132","262","261"
"流行性耳下腺炎","8","6","14","261"
"不明発しん症","14","19","33","261"
"川崎病","2","3","5","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","22","12","34","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","7","4","11","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","6","1","7","25"
"COVID-19入院","45","37","82","25"
