"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年30週
"集計期間終了週",2004年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","2","4","6","142"
"咽頭結膜熱","86","61","147","142"
"Ａ群溶血性レンサ球菌咽頭炎","30","29","59","142"
"感染性胃腸炎","171","135","306","142"
"水痘","39","24","63","142"
"手足口病","94","79","173","142"
"伝染性紅斑","22","22","44","142"
"突発性発しん","43","39","82","142"
"百日咳","2","1","3","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","292","256","548","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","47","24","71","142"
"不明発しん症","12","5","17","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","1","9","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
