"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年24週
"集計期間終了週",2011年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","4","11","414"
"RSウイルス感染症","4","11","15","259"
"咽頭結膜熱","100","100","200","259"
"Ａ群溶血性レンサ球菌咽頭炎","379","320","699","259"
"感染性胃腸炎","921","815","1736","259"
"水痘","231","195","426","259"
"手足口病","100","85","185","259"
"伝染性紅斑","103","111","214","259"
"突発性発しん","109","121","230","259"
"百日咳","6","5","11","259"
"ヘルパンギーナ","42","46","88","259"
"流行性耳下腺炎","68","42","110","259"
"不明発しん症","23","14","37","259"
"川崎病","2","3","5","259"
"急性出血性結膜炎","2","1","3","38"
"流行性角結膜炎","13","7","20","38"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","4","6","10","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
"インフルエンザ入院","0","0","0","25"
