"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年23週"
"集計期間終了週","2022年23週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","7","4","47","0","8","0","5","1","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","0","14","1","3","60","0","6","0","7","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","3","0","2","74","1","4","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","3","6","2","104","2","6","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","7","2","100","3","7","1","7","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","6","3","87","1","2","0","6","1","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","1","12","2","98","0","3","0","8","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","21","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","7","1","122","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","4","4","47","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","3","1","81","0","3","0","5","2","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","3","4","104","0","0","0","5","0","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","23","57","28","945","9","39","1","57","6","12","8","0","0","4","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年23週"
"集計期間終了週","2022年23週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","4","1","58","0","3","0","6","2","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","0","11","10","3","64","0","2","0","3","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","2","3","3","1","59","1","2","0","2","3","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","3","7","4","95","2","7","0","3","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","2","8","3","83","3","6","1","5","3","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","1","76","2","2","1","6","1","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","3","3","1","83","0","3","0","7","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","0","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","1","3","8","99","2","2","0","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","4","4","57","2","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","1","66","1","2","0","3","1","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","3","89","3","1","0","6","0","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","25","48","30","846","16","30","2","49","13","12","11","1","0","4","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年23週"
"集計期間終了週","2022年23週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","4","11","5","105","0","11","0","11","3","1","1","0","0","4","0","0","0","0","0","0","32","20","2","4","4","0"
"区南部","0","25","11","3","124","0","8","0","10","2","1","0","0","0","0","0","0","0","0","0","0","32","20","3","1","1","0"
"区西南部","2","3","3","3","133","2","6","0","2","5","1","1","0","0","0","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","0","6","13","6","199","2","13","0","5","0","0","3","1","0","0","0","0","0","0","0","0","38","24","3","4","4","0"
"区西北部","0","2","15","5","183","3","13","2","12","3","2","1","0","0","0","0","0","0","0","0","0","54","34","6","2","2","0"
"区東北部","0","0","7","4","163","3","4","1","12","1","0","1","0","0","2","0","0","0","0","0","0","40","25","4","1","1","0"
"区東部","0","4","15","3","181","0","3","0","15","1","1","1","0","0","0","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","0","0","1","0","38","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1","1","10","9","221","2","2","0","9","0","2","0","0","0","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","0","0","4","4","104","2","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","0","0","5","1","147","1","5","0","8","3","1","2","0","0","0","0","0","0","0","0","0","30","19","3","3","3","0"
"北多摩北部","0","0","5","7","193","3","1","0","11","0","2","2","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","3","45","100","50","1791","18","66","3","106","18","12","12","1","0","6","0","0","0","0","0","0","411","258","38","25","25","0"


