"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年27週
"集計期間終了週",2007年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","2","6","288"
"RSウイルス感染症","3","4","7","150"
"咽頭結膜熱","74","68","142","150"
"Ａ群溶血性レンサ球菌咽頭炎","157","112","269","150"
"感染性胃腸炎","357","317","674","150"
"水痘","82","76","158","150"
"手足口病","105","85","190","150"
"伝染性紅斑","31","46","77","150"
"突発性発しん","59","53","112","150"
"百日咳","1","0","1","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","232","214","446","150"
"麻しん（成人麻しん以外）","2","3","5","150"
"流行性耳下腺炎","29","32","61","150"
"不明発しん症","1","16","17","150"
"川崎病","0","1","1","150"
"急性出血性結膜炎","1","1","2","39"
"流行性角結膜炎","6","8","14","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","1","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","5","8","25"
