"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年44週
"集計期間終了週",2010年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","21","23","44","288"
"RSウイルス感染症","26","27","53","149"
"咽頭結膜熱","17","20","37","149"
"Ａ群溶血性レンサ球菌咽頭炎","114","84","198","149"
"感染性胃腸炎","457","421","878","149"
"水痘","61","48","109","149"
"手足口病","41","24","65","149"
"伝染性紅斑","28","28","56","149"
"突発性発しん","35","36","71","149"
"百日咳","2","2","4","149"
"ヘルパンギーナ","11","9","20","149"
"流行性耳下腺炎","31","35","66","149"
"不明発しん症","4","3","7","149"
"川崎病","1","2","3","149"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","10","14","24","37"
"細菌性髄膜炎","0","0","0","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","4","9","13","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
