"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2010年1月"
"集計期間終了月","2010年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","22","29","7","13","0","2","11","5","0","",""
"区南部","3","0","0","2","0","0","2","0","0","",""
"区西南部","4","3","0","2","0","0","3","0","0","",""
"区西部","38","21","28","27","0","2","20","6","0","",""
"区西北部","17","6","7","8","0","1","2","5","0","",""
"区東北部","2","2","3","4","0","0","3","2","0","",""
"区東部","11","5","4","7","0","2","1","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","5","2","0","",""
"北多摩北部","0","0","0","0","0","0","3","5","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","97","66","49","64","0","7","50","26","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2010年1月"
"集計期間終了月","2010年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","13","17","0","1","0","0","3","6","0","",""
"区南部","4","0","0","0","0","0","0","0","0","",""
"区西南部","4","11","7","0","0","0","0","0","0","",""
"区西部","9","7","7","2","3","0","14","4","0","",""
"区西北部","17","6","9","2","1","0","1","8","0","",""
"区東北部","1","0","1","0","0","0","3","1","0","",""
"区東部","12","1","2","1","1","1","0","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","1","1","1","5","0","0","0","0","",""
"北多摩西部","14","1","3","3","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","2","0","0","",""
"北多摩北部","2","0","0","0","0","0","1","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","91","44","30","10","11","1","24","25","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2010年1月"
"集計期間終了月","2010年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","35","46","7","14","0","2","14","11","0","10","4"
"区南部","7","0","0","2","0","0","2","0","0","3","1"
"区西南部","8","14","7","2","0","0","3","0","0","5","3"
"区西部","47","28","35","29","3","2","34","10","0","11","4"
"区西北部","34","12","16","10","1","1","3","13","0","6","2"
"区東北部","3","2","4","4","0","0","6","3","0","3","1"
"区東部","23","6","6","8","1","3","1","4","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","15","1","1","1","5","0","0","0","0","5","1"
"北多摩西部","14","1","3","3","1","0","0","0","0","2","1"
"北多摩南部","0","0","0","1","0","0","7","2","0","3","2"
"北多摩北部","2","0","0","0","0","0","4","8","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","188","110","79","74","11","8","74","51","0","55","24"


