"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年6週
"集計期間終了週",2015年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2385","2358","4743","415"
"RSウイルス感染症","51","49","100","261"
"咽頭結膜熱","33","23","56","261"
"Ａ群溶血性レンサ球菌咽頭炎","375","312","687","261"
"感染性胃腸炎","1015","953","1968","261"
"水痘","72","58","130","261"
"手足口病","11","11","22","261"
"伝染性紅斑","71","80","151","261"
"突発性発しん","46","54","100","261"
"百日咳","1","6","7","261"
"ヘルパンギーナ","0","1","1","261"
"流行性耳下腺炎","28","20","48","261"
"不明発しん症","10","3","13","261"
"川崎病","5","2","7","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","3","7","10","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","11","12","23","25"
