"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年47週
"集計期間終了週",2010年47週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","88","84","172","288"
"RSウイルス感染症","33","42","75","150"
"咽頭結膜熱","31","23","54","150"
"Ａ群溶血性レンサ球菌咽頭炎","152","123","275","150"
"感染性胃腸炎","1050","953","2003","150"
"水痘","104","95","199","150"
"手足口病","10","17","27","150"
"伝染性紅斑","40","44","84","150"
"突発性発しん","44","39","83","150"
"百日咳","0","0","0","150"
"ヘルパンギーナ","5","6","11","150"
"流行性耳下腺炎","40","19","59","150"
"不明発しん症","4","5","9","150"
"川崎病","0","1","1","150"
"急性出血性結膜炎","3","2","5","39"
"流行性角結膜炎","15","11","26","39"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","3","14","17","24"
"クラミジア肺炎(オウム病は除く)","2","0","2","24"
