"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年16週"
"集計期間終了週","2025年16週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","21","19","894","3","8","34","110","7","1","9","3","0","1","2","1","0","1","0","0","0","0","0","0","1","","","","","","",""
"区南部","14","11","641","6","7","37","104","3","1","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","15","15","827","0","4","46","81","2","1","7","2","0","0","1","0","0","0","0","0","0","0","0","0","4","","","","","","",""
"区西部","9","9","843","4","1","48","65","4","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","4","","","","","","",""
"区西北部","32","33","1345","9","3","65","162","18","0","5","2","0","0","1","0","0","6","0","0","0","0","1","0","1","","","","","","",""
"区東北部","17","21","1027","8","7","35","74","6","0","25","7","0","0","1","0","0","1","0","0","0","0","2","0","3","","","","","","",""
"区東部","12","26","1144","8","5","68","168","4","0","5","2","0","1","2","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","6","126","1","2","8","12","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","27","14","1771","5","0","42","141","8","1","17","2","0","1","0","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"北多摩西部","13","10","437","3","2","27","41","1","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","14","11","970","3","3","47","57","8","0","8","3","0","1","5","0","0","2","0","0","0","0","0","1","2","","","","","","",""
"北多摩北部","18","20","812","6","0","43","85","5","1","13","4","0","0","0","1","0","0","0","0","0","0","0","0","7","","","","","","",""
"島しょ","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","192","195","10848","56","42","501","1100","67","5","114","30","0","5","12","3","0","13","0","0","0","0","3","1","25","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年16週"
"集計期間終了週","2025年16週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","29","14","836","1","3","25","105","8","1","11","4","0","1","1","1","0","1","0","0","0","0","0","0","3","","","","","","",""
"区南部","7","19","533","6","4","24","72","2","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","16","16","816","2","3","45","74","4","2","12","1","0","0","1","0","0","4","0","0","0","0","0","0","2","","","","","","",""
"区西部","15","28","867","4","1","47","59","10","1","3","1","0","0","1","1","0","0","0","0","2","1","1","0","3","","","","","","",""
"区西北部","31","36","1432","8","1","49","97","13","0","7","6","0","1","1","0","0","1","0","0","0","0","1","0","1","","","","","","",""
"区東北部","23","26","1072","6","4","25","51","4","0","23","4","0","0","1","0","0","1","0","0","0","0","2","0","5","","","","","","",""
"区東部","14","23","1082","8","1","58","114","2","2","5","4","0","1","1","1","0","2","0","0","0","0","0","0","0","","","","","","",""
"西多摩","3","2","131","1","1","5","22","1","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","13","23","1589","4","1","25","124","5","1","20","5","0","1","0","2","0","1","0","0","0","0","0","0","3","","","","","","",""
"北多摩西部","14","11","323","2","2","29","34","5","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","14","18","950","5","3","36","74","9","1","11","1","0","1","2","1","0","2","0","0","1","0","0","1","2","","","","","","",""
"北多摩北部","23","18","785","3","2","43","79","5","3","12","1","0","0","1","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"島しょ","0","1","7","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","202","235","10423","50","26","413","907","68","12","114","35","0","6","9","7","0","12","0","0","3","1","4","1","21","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年16週"
"集計期間終了週","2025年16週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","50","33","1730","4","11","59","215","15","2","20","7","0","2","3","1","0","1","0","0","0","0","0","0","4","32","32","20","2","4","4","4"
"区南部","21","30","1174","12","11","61","176","5","1","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","33","33","21","3","1","1","1"
"区西南部","31","31","1643","2","7","91","155","6","3","19","3","0","0","1","0","0","4","0","0","0","0","0","0","6","40","40","25","4","3","3","3"
"区西部","24","37","1710","8","2","95","124","14","1","8","1","0","0","1","2","0","0","0","0","2","1","1","0","7","39","39","25","4","4","4","4"
"区西北部","63","69","2777","17","4","114","259","31","0","12","8","0","1","2","0","0","7","0","0","0","0","1","0","1","56","56","35","6","2","2","2"
"区東北部","40","47","2099","14","11","60","125","10","0","48","11","0","0","2","0","0","1","0","0","0","0","4","0","8","40","40","25","4","1","1","1"
"区東部","26","49","2226","16","6","126","282","6","2","10","6","0","1","3","1","0","5","0","0","0","0","0","0","0","41","40","26","4","1","1","1"
"西多摩","3","8","257","1","3","13","34","1","0","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","1","1","1"
"南多摩","40","37","3360","9","1","67","265","13","1","37","7","0","2","0","2","0","1","0","0","0","0","0","0","3","45","45","28","4","1","1","1"
"北多摩西部","27","21","760","5","2","56","75","6","0","4","6","0","1","0","0","0","0","0","0","0","0","0","0","0","21","21","14","2","1","1","1"
"北多摩南部","28","29","1920","8","3","83","131","17","1","19","4","0","2","7","1","0","2","0","0","1","0","0","1","4","33","33","21","3","3","3","3"
"北多摩北部","41","38","1597","9","2","86","164","10","4","25","5","0","0","1","1","0","0","0","0","0","0","0","0","9","23","23","15","2","2","2","2"
"島しょ","0","1","18","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","394","430","21271","105","63","914","2007","134","15","228","65","0","9","20","8","0","21","0","0","3","1","6","1","42","418","417","264","39","25","25","25"


