"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年11週"
"集計期間終了週","2025年11週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","0","6","8","0","0","9","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","2","9","14","0","2","61","1","0","1","9","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","9","15","31","5","8","160","0","2","6","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","10","8","14","2","15","143","0","0","8","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","8","10","4","2","23","126","0","0","13","2","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","24","11","5","2","36","149","1","2","14","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","32","10","5","0","42","140","3","2","21","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","23","16","0","1","48","177","4","0","24","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","32","3","1","1","45","142","14","0","11","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","1","0","0"
"8歳","26","6","0","0","36","112","8","0","13","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","14","4","0","1","39","105","23","0","8","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","121","65","2","0","58","236","30","0","5","0","0","1","0","0","0","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0"
"15～19歳","56","43","0","0","0","56","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20～29歳","24","39","0","0","13","144","2","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30～39歳","13","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","15","63","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50～59歳","13","52","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"60～69歳","4","41","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","6","0","0","0","0","0","1","0","1","0","5"
"70～79歳","1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","1","2","9"
"80歳以上","3","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","21"
"合計","430","506","84","14","365","1760","87","7","124","34","2","4","5","2","0","12","0","0","2","0","4","5","47","2","1","1","0","0","2","1","3","2","43"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年11週"
"集計期間終了週","2025年11週"
"性別","女性"

