"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年27週"
"集計期間終了週","2025年27週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","7","65","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","",""
"中央区","0","4","123","1","2","0","9","0","3","0","2","2","0","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"みなと","2","11","205","2","0","8","13","1","10","0","2","12","0","1","0","0","0","0","0","0","0","0","1","3","","","","","","",""
"新宿区","0","17","172","1","1","7","8","7","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"文京","0","8","299","0","6","12","23","3","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","3","5","222","0","0","5","37","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","0","6","80","1","3","2","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","3","9","473","1","3","22","54","0","7","0","1","3","0","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"品川区","2","9","223","0","2","8","20","1","4","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","1","7","168","0","0","7","10","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","9","13","401","3","6","21","43","3","6","7","2","8","0","4","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"世田谷","5","17","632","2","1","12","43","8","1","4","0","12","2","0","0","0","2","0","0","0","0","0","0","2","","","","","","",""
