"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年28週"
"集計期間終了週","2025年28週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","31","800","1","6","18","93","12","13","3","3","30","1","1","0","0","0","0","0","0","2","0","0","2","","","","","","",""
"区南部","5","33","578","3","7","33","50","11","15","10","2","16","0","2","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","2","40","895","1","4","27","62","5","7","5","1","14","2","2","0","0","2","0","0","1","0","0","0","3","","","","","","",""
"区西部","4","23","847","3","3","32","47","10","3","0","4","9","1","4","2","0","0","0","0","0","0","0","0","5","","","","","","",""
"区西北部","10","73","1352","0","9","56","87","18","8","3","10","12","2","2","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"区東北部","6","46","1214","4","10","30","85","0","4","8","5","5","1","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区東部","1","34","1084","3","9","25","103","6","12","3","5","9","2","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"西多摩","2","6","119","0","1","7","7","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","1","1","","","","","","",""
"南多摩","5","50","2212","6","4","69","203","7","10","26","14","18","3","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","3","20","456","2","0","39","39","11","1","0","2","2","2","0","0","0","2","0","0","0","0","0","0","4","","","","","","",""
"北多摩南部","4","36","1060","3","3","54","59","9","3","3","4","7","0","2","0","0","0","0","0","1","0","0","0","8","","","","","","",""
"北多摩北部","3","17","841","3","10","27","92","5","6","4","3","16","1","2","0","0","1","0","0","0","0","0","1","3","","","","","","",""
"島しょ","0","8","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","","",""
"合計","48","417","11472","29","66","417","927","94","82","68","53","138","15","17","3","0","7","0","0","6","2","0","2","31","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年28週"
"集計期間終了週","2025年28週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","34","819","2","7","5","55","12","7","1","4","13","1","1","0","0","3","0","2","0","2","0","0","3","","","","","","",""
"区南部","7","36","578","4","5","34","52","11","15","6","3","10","0","5","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"区西南部","4","47","879","3","2","26","56","12","2","7","1","12","1","1","0","0","2","0","0","1","0","0","0","4","","","","","","",""
"区西部","3","38","925","4","5","31","46","9","2","5","1","5","1","3","2","0","2","0","0","1","0","0","0","5","","","","","","",""
"区西北部","11","77","1489","0","9","48","73","16","4","6","8","11","2","2","0","0","3","0","0","0","0","0","0","1","","","","","","",""
"区東北部","5","40","1307","8","7","24","60","7","2","14","6","3","1","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区東部","2","66","1111","3","6","20","67","6","11","5","6","13","2","0","1","0","7","0","0","0","0","0","0","0","","","","","","",""
"西多摩","2","9","111","0","1","5","8","0","0","5","2","1","0","0","0","0","0","0","0","1","0","0","1","1","","","","","","",""
"南多摩","5","40","2008","1","4","43","137","12","14","23","13","16","2","1","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","1","18","392","2","1","32","22","16","4","3","3","2","1","0","0","0","2","0","0","0","0","0","0","4","","","","","","",""
"北多摩南部","2","33","999","1","1","24","37","6","5","4","8","7","2","2","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"北多摩北部","1","30","719","2","9","17","81","15","1","8","6","10","1","2","0","0","1","0","0","2","0","0","1","3","","","","","","",""
"島しょ","0","15","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","","","","","","",""
"合計","46","483","11354","30","57","309","694","122","67","87","61","103","14","18","5","0","20","0","2","8","2","0","2","29","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年28週"
"集計期間終了週","2025年28週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","65","1619","3","13","23","148","24","20","4","7","43","1","1","0","0","3","0","2","0","2","0","0","5","32","32","20","2","4","4","4"
"区南部","12","69","1156","7","12","67","102","22","30","16","5","26","0","7","2","0","0","0","0","0","0","0","0","2","33","33","21","3","1","1","1"
"区西南部","6","87","1774","4","6","53","118","17","9","12","2","26","3","3","0","0","4","0","0","2","0","0","0","7","40","40","25","4","3","3","3"
"区西部","7","61","1772","7","8","63","93","19","5","5","5","14","1","7","2","0","2","0","0","1","0","0","0","10","39","39","25","4","4","4","4"
"区西北部","21","150","2841","0","18","104","160","34","12","9","18","23","2","2","0","0","3","0","0","0","0","0","0","1","56","56","35","6","2","2","2"
"区東北部","11","86","2521","12","17","54","145","7","6","22","11","8","2","2","0","0","0","0","0","0","0","0","0","2","40","40","25","4","1","1","1"
"区東部","3","100","2195","3","15","45","170","12","23","8","11","22","2","0","1","0","9","0","0","0","0","0","0","0","41","41","26","4","1","1","1"
"西多摩","2","15","230","0","1","12","15","0","0","8","2","1","0","0","0","0","0","0","0","3","0","0","1","1","14","14","8","1","1","1","1"
"南多摩","10","90","4220","7","8","112","340","19","24","49","27","34","5","1","1","0","0","0","0","0","0","0","0","2","45","45","28","4","1","1","1"
"北多摩西部","4","38","848","4","1","71","61","27","5","3","5","4","3","0","0","0","4","0","0","0","0","0","0","4","21","21","14","2","1","1","1"
"北多摩南部","6","69","2059","4","4","78","96","15","8","7","12","14","2","4","0","0","0","0","0","1","0","0","0","9","33","33","21","3","3","3","3"
"北多摩北部","4","47","1560","5","19","44","173","20","7","12","9","26","1","2","0","0","1","0","0","2","0","0","1","6","23","23","15","2","2","2","2"
"島しょ","0","23","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","2","2","1","0","1","1","1"
"合計","92","900","22826","56","122","726","1621","216","149","155","114","241","22","29","6","0","26","0","2","11","2","0","2","50","419","419","264","39","25","25","25"


