"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年28週"
"集計期間終了週","2025年28週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","5","76","0","0","2","4","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","0","4","92","0","0","1","14","0","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","2","6","179","0","1","3","19","4","8","1","1","17","0","0","0","0","0","0","0","0","2","0","0","1","","","","","","",""
"新宿区","1","6","125","1","0","9","8","5","0","0","1","2","0","2","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"文京","0","12","257","1","5","8","17","5","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","1","4","196","0","0","4","39","3","2","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","5","79","1","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","0","11","512","2","1","12","61","1","5","2","2","5","1","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"品川区","1","12","183","0","1","6","8","4","2","1","1","7","0","1","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","9","175","1","0","4","13","2","0","3","0","4","0","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"大田区","4","21","395","3","6","27","42","7","13","9","1","9","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"世田谷","2","23","628","0","3","21","44","2","7","2","0","10","2","0","0","0","0","0","0","1","0","0","0","3","","","","","","",""
"渋谷区","0","8","92","0","1","2","5","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"中野区","1","3","435","1","0","17","18","3","2","0","1","6","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","2","14","287","1","3","6","21","2","1","0","2","1","0","2","1","0","0","0","0","0","0","0","0","3","","","","","","",""
"池袋","0","16","237","0","0","11","5","1","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","6","14","285","0","0","12","24","2","2","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","1","9","281","0","3","3","21","0","0","5","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","3","19","349","0","4","10","13","9","3","1","2","0","1","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","1","24","481","0","5","23","45","6","2","2","5","6","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","1","26","601","3","7","21","43","0","4","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","4","11","332","1","0","6","21","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"江戸川","0","18","493","0","8","12","38","4","7","1","3","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","1","29","941","5","2","26","70","1","2","6","3","2","1","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"町田市","3","8","883","0","0","37","103","5","6","11","9","14","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","2","6","119","0","1","7","7","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","1","1","","","","","","",""
"南多摩","1","13","388","1","2","6","30","1","2","9","2","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","3","20","456","2","0","39","39","11","1","0","2","2","2","0","0","0","2","0","0","0","0","0","0","4","","","","","","",""
"多摩府中","4","36","1060","3","3","54","59","9","3","3","4","7","0","2","0","0","0","0","0","1","0","0","0","8","","","","","","",""
"多摩小平","3","17","841","3","10","27","92","5","6","4","3","16","1","2","0","0","1","0","0","0","0","0","1","3","","","","","","",""
