"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年33週"
"集計期間終了週","2025年33週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","36","407","1","2","3","44","2","7","1","1","15","0","4","0","0","1","0","0","1","0","0","0","9","","","","","","",""
"区南部","3","29","307","8","2","9","30","2","3","2","2","4","0","4","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区西南部","3","39","577","5","5","12","31","2","4","1","4","10","1","4","0","0","2","0","0","0","0","0","0","5","","","","","","",""
"区西部","7","43","452","2","0","7","20","2","3","0","1","2","0","0","0","0","1","0","0","2","0","1","0","9","","","","","","",""
"区西北部","5","61","645","5","5","14","44","3","6","1","2","3","0","2","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区東北部","3","80","567","15","3","10","32","0","3","3","1","8","0","1","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"区東部","2","74","592","8","7","7","37","1","5","1","2","14","0","1","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"西多摩","0","22","106","0","0","2","5","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","2","","","","","","",""
"南多摩","2","76","1490","16","4","30","118","8","8","4","9","25","1","4","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","7","17","189","2","0","15","9","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","7","","","","","","",""
"北多摩南部","3","35","521","7","3","16","35","4","3","2","1","14","1","6","0","0","0","0","0","2","0","0","1","8","","","","","","",""
"北多摩北部","2","38","352","7","7","8","46","4","4","3","8","7","0","0","0","0","1","0","0","2","0","0","1","5","","","","","","",""
"島しょ","1","6","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","39","556","6224","76","38","133","451","29","46","18","31","106","3","26","0","0","5","0","0","10","0","1","2","56","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年33週"
"集計期間終了週","2025年33週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","36","446","2","2","6","28","2","7","1","3","6","0","4","0","0","1","0","0","1","0","0","0","7","","","","","","",""
"区南部","2","39","286","8","2","6","21","1","3","3","4","4","0","1","1","0","0","0","0","0","0","0","0","1","","","","","","",""
"区西南部","4","61","562","8","1","8","25","3","4","1","2","11","1","1","0","0","1","0","0","0","0","0","0","9","","","","","","",""
"区西部","4","61","433","3","0","10","21","1","3","0","1","5","0","0","0","0","1","0","0","3","0","1","0","7","","","","","","",""
"区西北部","6","72","659","12","5","12","25","2","8","1","6","3","1","2","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"区東北部","3","85","679","15","3","5","26","0","1","5","5","4","1","1","0","0","0","0","0","2","0","0","0","1","","","","","","",""
"区東部","5","94","622","4","3","6","30","1","12","1","3","11","0","1","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"西多摩","0","43","103","0","0","1","5","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","1","","","","","","",""
"南多摩","3","109","1393","13","2","27","70","5","8","7","3","13","2","3","1","0","3","0","0","0","0","0","0","4","","","","","","",""
"北多摩西部","11","30","204","2","1","11","5","1","2","1","0","3","0","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","3","43","497","1","1","5","29","2","5","4","1","10","1","4","0","0","1","0","0","2","0","0","1","6","","","","","","",""
"北多摩北部","1","31","370","9","5","5","27","4","2","1","3","7","0","0","0","0","1","0","0","1","0","0","1","9","","","","","","",""
"島しょ","1","14","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","49","718","6276","77","25","102","312","23","55","25","31","79","6","18","2","0","9","0","0","12","0","1","2","52","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年33週"
"集計期間終了週","2025年33週"
"性別","男女合計"

