"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年26週"
"集計期間終了週","2025年26週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","16","857","3","6","37","84","18","5","2","6","6","0","5","0","0","2","0","1","1","1","0","1","2","","","","","","",""
"区南部","2","18","558","1","9","29","83","9","23","6","4","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","3","18","854","0","10","31","60","12","5","4","1","8","0","3","0","0","1","0","0","0","0","0","0","4","","","","","","",""
"区西部","3","33","922","0","5","35","61","12","4","4","2","5","2","0","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"区西北部","6","44","1292","0","6","67","86","21","1","9","2","9","1","2","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"区東北部","8","26","1105","3","13","32","99","2","1","8","6","3","5","2","1","0","1","0","0","0","0","0","0","2","","","","","","",""
"区東部","3","36","967","2","8","29","73","5","3","4","5","4","1","1","0","0","3","0","0","0","0","1","0","0","","","","","","",""
"西多摩","0","5","149","0","1","8","17","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","6","18","2215","5","5","73","160","20","9","19","14","15","4","3","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","4","10","406","1","1","48","26","18","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","3","15","898","0","1","53","58","11","3","5","2","3","0","1","0","0","0","0","0","1","0","0","0","5","","","","","","",""
"北多摩北部","3","12","675","0","8","34","69","4","0","7","4","3","2","1","0","0","1","0","1","3","0","0","0","1","","","","","","",""
"島しょ","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"合計","42","251","10911","15","73","476","876","134","55","72","48","60","15","19","2","0","11","0","2","6","1","1","2","20","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年26週"
"集計期間終了週","2025年26週"
"性別","女性"

