"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年36週"
"集計期間終了週","2025年36週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","2","11","683","15","0","0","10","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"～1歳","0","12","*","41","3","1","56","0","12","0","14","21","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","4","26","4374","95","11","7","129","2","36","4","18","63","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","19","*","27","6","10","66","1","8","6","5","51","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","13","*","15","5","33","51","5","5","3","3","14","0","1","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","10","14","*","5","4","31","60","1","2","4","2","15","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1"
"5歳","5","10","2079","1","5","36","49","4","3","7","0","10","1","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","4","10","*","0","3","39","40","4","3","3","1","6","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","7","*","1","2","23","44","2","1","1","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","16","*","0","1","18","26","3","1","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","3","11","*","0","0","19","27","4","2","1","0","2","1","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","22","88","691","0","3","22","78","7","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15～19歳","9","56","259","0","1","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","5","71","334","1","1","6","36","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","4","76","351","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","2","75","352","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","1","97","319","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"60～69歳","0","58","213","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","7","0","0","0","0","0","0","0","1","0","6"
"70～79歳","1","50","176","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","8","0","0","0","0","0","0","0","1","0","7"
"80歳以上","0","28","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","1","19"
"合計","81","748","9912","201","45","247","689","34","75","32","45","193","8","16","3","0","18","0","0","11","2","0","1","41","0","0","1","0","0","0","1","4","1","37"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年36週"
"集計期間終了週","2025年36週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","2","4","618","16","0","0","12","0","4","0","0","3","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"～1歳","0","15","*","21","0","3","56","0","8","3","4","13","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","25","3751","72","6","3","99","0","29","2","20","57","0","6","1","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","1","15","*","35","8","6","71","1","16","3","12","39","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
