"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年19週"
"集計期間終了週","2025年19週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","10","677","2","2","23","53","8","2","4","2","0","0","2","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"区南部","7","3","406","2","6","22","79","9","0","4","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","15","11","678","1","1","49","64","3","1","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西部","10","7","769","1","0","53","57","11","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"区西北部","18","19","1119","4","18","46","99","14","2","11","8","0","1","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"区東北部","9","12","843","2","6","14","82","9","3","30","7","0","0","0","1","0","1","0","0","0","0","0","0","6","","","","","","",""
"区東部","9","9","810","0","5","42","67","11","0","3","5","1","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"西多摩","0","5","171","0","0","3","11","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","10","5","1756","0","2","58","157","17","2","19","5","1","3","0","2","1","2","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","3","1","264","0","0","23","27","11","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","9","9","764","1","1","38","69","8","0","12","2","0","0","0","0","0","1","0","0","1","0","0","1","2","","","","","","",""
"北多摩北部","5","5","537","1","3","51","56","8","0","8","3","0","1","0","0","0","0","0","0","0","0","1","0","4","","","","","","",""
"島しょ","0","0","7","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","106","96","8801","14","44","422","823","111","11","104","44","2","9","3","5","1","7","0","0","1","0","2","1","18","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年19週"
"集計期間終了週","2025年19週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","12","698","2","1","18","69","8","2","2","2","0","0","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区南部","2","7","441","2","3","18","51","7","4","4","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","10","3","652","1","1","27","46","8","1","3","2","1","0","0","0","0","1","0","0","0","0","1","0","2","","","","","","",""
"区西部","8","12","799","1","1","37","60","14","2","3","3","0","1","0","0","1","1","0","0","0","0","0","0","2","","","","","","",""
"区西北部","11","13","1092","2","2","43","73","12","2","5","3","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東北部","6","7","887","2","6","18","64","6","4","13","3","0","0","1","1","0","1","0","0","0","0","0","0","3","","","","","","",""
"区東部","10","13","836","1","5","35","66","7","0","6","4","1","0","2","2","0","2","0","0","0","0","1","0","0","","","","","","",""
"西多摩","1","3","141","0","0","1","7","1","0","12","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","4","8","1696","3","3","55","134","13","3","15","5","1","4","0","2","1","1","0","0","0","0","0","1","2","","","","","","",""
"北多摩西部","4","6","283","0","0","13","23","1","0","2","1","0","2","0","1","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","3","15","755","1","3","25","58","8","0","5","1","0","1","1","0","0","1","0","0","1","0","0","1","1","","","","","","",""
"北多摩北部","9","5","504","3","2","32","41","3","0","6","3","1","1","0","0","0","1","0","0","0","0","1","0","4","","","","","","",""
"島しょ","0","0","13","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","79","104","8797","18","27","322","694","88","18","76","33","5","12","6","7","2","10","0","0","1","0","3","2","16","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年19週"
"集計期間終了週","2025年19週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","22","22","1375","4","3","41","122","16","4","6","4","0","0","3","0","0","1","0","0","0","0","0","0","3","32","32","20","2","4","4","4"
"区南部","9","10","847","2","9","40","130","16","4","8","10","0","0","0","1","0","0","0","0","0","0","0","0","0","33","33","21","3","1","1","1"
"区西南部","25","14","1330","1","1","76","110","11","2","11","5","1","0","0","0","0","1","0","0","0","0","1","0","2","40","40","25","4","3","3","3"
"区西部","18","19","1568","1","1","90","117","25","3","4","5","0","2","0","0","1","1","0","0","0","0","0","0","2","39","39","25","4","4","4","4"
"区西北部","29","32","2211","6","20","89","172","26","4","16","11","1","1","2","0","0","3","0","0","0","0","0","0","0","56","56","35","6","2","2","2"
"区東北部","15","19","1730","4","12","32","146","15","7","43","10","0","0","1","2","0","1","0","0","0","0","0","0","9","40","40","25","4","1","1","1"
"区東部","19","22","1646","1","10","77","133","18","0","9","9","2","0","2","2","0","2","0","0","0","0","2","0","0","41","40","26","4","1","1","1"
"西多摩","1","8","312","0","0","4","18","3","0","16","1","0","1","0","0","0","0","0","0","0","0","0","0","0","14","14","8","1","1","1","1"
"南多摩","14","13","3452","3","5","113","291","30","5","34","10","2","7","0","2","1","3","0","0","0","0","0","1","2","45","45","28","4","1","1","1"
"北多摩西部","7","7","547","0","0","36","50","12","0","2","2","0","2","0","1","0","0","0","0","0","0","0","0","1","21","21","14","2","1","1","1"
"北多摩南部","12","24","1519","1","4","63","127","16","0","17","3","0","1","1","0","0","1","0","0","2","0","0","1","3","33","33","21","3","3","3","3"
"北多摩北部","14","10","1041","4","5","83","97","11","0","14","6","1","1","0","0","0","1","0","0","0","0","1","0","4","23","23","15","2","2","2","2"
"島しょ","0","0","20","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","185","200","17598","27","70","744","1515","199","29","180","76","7","16","9","8","2","14","0","0","2","0","4","2","26","419","418","264","39","25","25","25"


