"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年6週"
"集計期間終了週","2025年6週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","6","2","1","1","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","","","","","",""
"中央区","0","7","0","0","1","14","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"みなと","9","5","5","0","6","41","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","14","6","1","0","5","25","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"文京","11","10","0","0","7","24","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"台東","14","4","1","0","9","62","3","0","15","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","11","11","0","0","3","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"江東区","21","28","7","0","8","49","2","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","11","3","0","10","30","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","4","1","0","7","25","2","1","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","25","33","4","2","15","106","4","0","13","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","28","41","5","1","18","60","1","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"渋谷区","6","8","0","0","4","12","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"中野区","22","7","1","0","13","33","2","0","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","15","25","3","1","10","55","3","0","4","1","0","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"池袋","8","17","0","1","6","22","1","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","11","25","1","1","10","45","2","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","22","28","8","0","17","35","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","17","20","5","1","11","38","1","0","8","0","0","0","0","0","0","1","0","0","1","0","0","0","1","","","","","",""
"練馬区","32","22","2","0","39","91","4","1","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","24","47","8","3","20","85","0","0","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","16","23","2","0","7","36","1","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江戸川","27","22","3","1","17","58","5","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","38","48","12","1","18","77","2","0","18","3","0","1","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"町田市","14","17","0","0","6","24","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","19","35","0","0","4","21","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"南多摩","19","30","3","1","8","34","1","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","41","49","5","0","30","42","1","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","87","72","5","0","40","126","8","0","10","1","0","0","2","0","0","0","0","0","1","0","0","2","6","","","","","",""
