"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年23週"
"集計期間終了週","2025年23週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","7","79","2","0","9","7","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","5","","","","","","",""
"中央区","0","4","130","0","2","1","16","1","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","3","202","1","1","8","19","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"新宿区","1","1","180","0","0","10","14","2","0","2","2","3","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"文京","1","1","302","2","2","16","11","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","2","2","239","0","0","6","21","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","0","5","92","0","1","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","2","7","479","4","1","27","60","5","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","0","2","249","1","0","19","16","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","1","1","162","0","3","15","13","1","0","5","0","2","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","8","5","393","1","9","30","49","7","0","5","2","0","1","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"世田谷","3","9","627","1","2","50","41","2","2","5","0","1","1","0","0","0","1","0","0","0","0","0","0","4","","","","","","",""
"渋谷区","0","1","91","1","0","5","2","2","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"中野区","3","11","495","0","0","36","21","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","1","5","279","0","2","21","31","3","1","0","2","0","0","0","1","0","0","0","0","0","0","1","0","1","","","","","","",""
"池袋","0","4","247","0","2","7","16","2","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","0","3","318","0","5","19","23","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","1","7","268","0","2","17","24","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","8","348","0","2","5","32","3","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","2","6","557","1","3","48","51","14","0","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","1","12","623","3","14","11","37","1","0","15","4","1","0","0","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","1","7","376","1","1","11","24","5","1","2","3","0","0","1","0","0","0","0","0","0","0","1","0","0","","","","","","",""
"江戸川","2","7","617","1","5","24","46","3","1","1","1","0","2","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"八王子市","1","4","1076","0","9","32","68","3","0","15","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"町田市","2","11","908","0","1","45","92","5","0","7","4","3","2","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","2","127","0","0","8","10","4","0","8","1","0","0","0","0","0","0","0","0","1","0","0","0","4","","","","","","",""
"南多摩","0","5","398","0","2","11","24","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","1","4","437","1","2","32","24","4","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"多摩府中","1","12","1136","2","2","70","86","8","4","5","5","1","1","3","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"多摩小平","4","7","826","1","13","56","89","9","4","9","3","3","2","1","0","0","0","0","1","0","0","0","0","0","","","","","","",""
"島しょ","2","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","41","164","12280","23","86","651","977","95","21","107","45","18","13","12","2","0","12","0","1","1","0","2","0","24","","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2025年23週"
"集計期間終了週","2025年23週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","5","71","1","0","2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"中央区","1","4","89","0","3","1","14","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","2","205","0","0","13","20","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
